"cc","longitude","latitude"
64.9834811687469,-50.5527541114028,-24.2116827304899
85.6134951114655,-50.5526631278975,-24.2116823503412
82.6708316802979,-50.5529485766994,-24.2117770251552
85.5962753295898,-50.5528567241827,-24.2117662940075
89.3515467643738,-50.5527582476657,-24.2117660049036
97.6182579994202,-50.5526597711502,-24.211765715736
98.1557309627533,-50.552566519678,-24.211769618538
66.1008536815643,-50.5531441783022,-24.2118741591384
81.7753672599792,-50.5530526166566,-24.2118579326988
95.5231606960297,-50.5529548855842,-24.2118569006655
88.3360624313354,-50.5528564089963,-24.211856611624
91.1138236522675,-50.5527579324098,-24.2118563225188
94.925582408905,-50.552659455825,-24.21185603335
96.6170966625214,-50.5525609792416,-24.2118557441175
98.1470465660095,-50.5524742452544,-24.2118635191855
63.683819770813,-50.5532482004395,-24.211950016115
81.914758682251,-50.5531515237851,-24.2119477961764
88.3165240287781,-50.5530530471246,-24.2119475072611
90.2162730693817,-50.5529545704657,-24.211947218282
87.815123796463,-50.5528560938083,-24.2119469292393
91.2458658218384,-50.5527576171525,-24.2119466401329
92.9215252399445,-50.5526591404982,-24.2119463509629
93.0826008319855,-50.5525606638454,-24.2119460617292
100,-50.5524621871943,-24.2119457724318
64.2653346061707,-50.5534435392426,-24.2120426261951
67.545747756958,-50.5533481622683,-24.2120386914366
80.8728754520416,-50.5532496855353,-24.2120384026473
73.9266932010651,-50.5531512088038,-24.2120381137943
80.219042301178,-50.553052732074,-24.2120378248777
83.5398614406586,-50.5529542553456,-24.2120375358975
86.6530001163483,-50.5528557786188,-24.2120372468536
91.0443663597107,-50.5527573018935,-24.212036957746
92.4213826656342,-50.5526588251698,-24.2120366685747
96.4410722255707,-50.5525603484477,-24.2120363793398
97.8972554206848,-50.5524618717271,-24.2120360900412
89.0771269798279,-50.5523640719865,-24.2120364039837
71.0657119750977,-50.5536388080538,-24.2121357966171
73.5789656639099,-50.5535448010337,-24.2121295864458
81.8606972694397,-50.5534463242282,-24.2121292977827
82.4162065982819,-50.5533478474243,-24.2121290090558
84.044873714447,-50.5532493706219,-24.2121287202653
79.2255818843842,-50.553150893821,-24.2121284314112
73.002564907074,-50.5530524170217,-24.2121281424933
81.0696184635162,-50.552953940224,-24.2121278535119
69.2525327205658,-50.5528554634277,-24.2121275644667
82.7289640903473,-50.5527569866331,-24.2121272753579
85.5385839939117,-50.55265850984,-24.2121269861855
90.983110666275,-50.5525600330484,-24.2121266969493
96.5728640556335,-50.5524615562584,-24.2121264076496
96.5327501296997,-50.5523630794699,-24.2121261182861
54.0770888328552,-50.5538342212852,-24.2122296342885
67.1456277370453,-50.5537414400815,-24.2122204812042
77.2949695587158,-50.5536429632035,-24.2122201926672
85.3943824768066,-50.553544486327,-24.2122199040664
86.1406207084656,-50.5534460094521,-24.2122196154021
87.5007808208466,-50.5533475325787,-24.212219326674
84.2540621757507,-50.5532490557069,-24.2122190378823
86.7573618888855,-50.5531505788366,-24.2122187490269
71.3020086288452,-50.5530521019679,-24.2122184601079
76.6610264778137,-50.5529536251008,-24.2122181711252
62.8298103809357,-50.5528551482351,-24.2122178820788
79.9780070781708,-50.5527566713711,-24.2122175929688
84.1098845005035,-50.5526581945086,-24.2122173037952
90.9388780593872,-50.5525597176476,-24.2122170145578
92.3341393470764,-50.5524612407882,-24.2122167252568
93.9505338668823,-50.5523627639303,-24.2122164358922
56.9753289222717,-50.5540299866031,-24.2123242367801
67.2031402587891,-50.5539380014816,-24.2123114485053
82.5816035270691,-50.553839602461,-24.2123110873008
85.2018296718597,-50.553741125512,-24.2123107988262
88.0414962768555,-50.5536426485646,-24.2123105102879
83.9008867740631,-50.5535441716187,-24.212310221686
84.1552734375,-50.5534456946744,-24.2123099330204
80.8084428310394,-50.5533472177316,-24.2123096442911
75.7002055644989,-50.5532487407904,-24.2123093554982
86.1944258213043,-50.5531502638507,-24.2123090666416
82.4347138404846,-50.5530517869126,-24.2123087777214
85.8685433864594,-50.552953309976,-24.2123084887374
87.0172917842865,-50.552854833041,-24.2123081996899
88.1035387516022,-50.5527563561075,-24.2123079105786
92.4152374267578,-50.5526578791756,-24.2123076214038
94.6757674217224,-50.5525594022452,-24.2123073321652
96.2989568710327,-50.5524609253164,-24.212307042863
90.801477432251,-50.5523656883099,-24.2123046277467
58.6734056472778,-50.554225631652,-24.2124189271912
67.5938129425049,-50.5541340447647,-24.2124029383512
83.3080232143402,-50.5540362420007,-24.2124019816836
90.1327848434448,-50.5539377649793,-24.2124016933351
91.5509164333344,-50.5538392879594,-24.2124014049229
92.7571296691895,-50.553740810941,-24.2124011164471
93.4514105319977,-50.5536423339242,-24.2124008279076
84.5777094364166,-50.5535438569089,-24.2124005393044
68.1879043579102,-50.5534453798952,-24.2124002506376
61.8767380714417,-50.553346902883,-24.2123999619071
71.27286195755,-50.5532484258723,-24.212399673113
78.4039378166199,-50.5531499488633,-24.2123993842552
84.7198128700256,-50.5530514718557,-24.2123990953337
85.013473033905,-50.5529529948497,-24.2123988063486
88.6964797973633,-50.5528545178453,-24.2123985172998
93.6270356178284,-50.5527560408424,-24.2123982281874
93.3287382125854,-50.552657563841,-24.2123979390113
97.5475370883942,-50.5525590868412,-24.2123976497715
95.1644897460938,-50.552460609843,-24.2123973604681
80.5241703987122,-50.5523842048411,-24.2123912390055
46.731886267662,-50.5544209298484,-24.2125135295385
65.7729268074036,-50.5543296580503,-24.2124949764992
82.5243353843689,-50.5542328818228,-24.2124928758155
87.2015595436096,-50.5541344047289,-24.2124925875931
92.4593508243561,-50.5540359276364,-24.212492299307
94.1387712955475,-50.5539374505456,-24.2124920109573
92.4101054668427,-50.5538389734562,-24.2124917225439
94.9491620063782,-50.5537404963685,-24.2124914340669
91.126412153244,-50.5536420192822,-24.2124911455262
88.2797658443451,-50.5535435421975,-24.2124908569218
54.8173010349274,-50.5534450651144,-24.2124905682538
50.2497553825378,-50.5533465880328,-24.2124902795221
78.0150592327118,-50.5532481109527,-24.2124899907267
68.0628776550293,-50.5531496338742,-24.2124897018677
81.8866610527039,-50.5530511567973,-24.212489412945
82.4789702892303,-50.5529526797219,-24.2124891239587
80.6242108345032,-50.552854202648,-24.2124888349087
82.4393093585968,-50.5527557255757,-24.2124885457951
92.5809264183044,-50.552657248505,-24.2124882566177
98.1371700763702,-50.5525587714358,-24.2124879673768
80.2627623081207,-50.5524623004054,-24.2124860128668
52.5234222412109,-50.5545250124296,-24.2125875409973
68.6204254627228,-50.5544295219272,-24.2125837696965
81.8272113800049,-50.5543310447607,-24.2125834816002
86.4724934101105,-50.5542325675958,-24.2125831934402
94.3165004253387,-50.5541340904324,-24.2125829052166
99.0421950817108,-50.5540356132706,-24.2125826169294
94.2822217941284,-50.5539371361103,-24.2125823285784
96.9773173332214,-50.5538386589515,-24.2125820401638
90.6042635440826,-50.5537401817944,-24.2125817516856
90.1392340660095,-50.5536417046387,-24.2125814631437
88.8751924037933,-50.5535432274846,-24.2125811745381
57.1201205253601,-50.5534447503321,-24.2125808858689
51.2311220169067,-50.553346273181,-24.212580597136
52.8648912906647,-50.5532477960316,-24.2125803083394
71.3954091072083,-50.5531493188837,-24.2125800194792
83.6482465267181,-50.5530508417373,-24.2125797305553
85.1886093616486,-50.5529523645925,-24.2125794415677
86.5460932254791,-50.5528538874492,-24.2125791525165
86.7847621440887,-50.5527554103075,-24.2125788634017
96.5989291667938,-50.5526569331673,-24.2125785742231
92.6219344139099,-50.5525584560287,-24.2125782849809
64.8021817207336,-50.5547202813885,-24.2126806607005
69.9151873588562,-50.5546261623138,-24.2126746633266
70.7448959350586,-50.5545276850748,-24.2126743753564
77.5631248950958,-50.5544292078374,-24.2126740873226
82.3936700820923,-50.5543307306015,-24.2126737992251
85.1987957954407,-50.5542322533672,-24.2126735110639
91.5322363376617,-50.5541337761344,-24.2126732228391
95.0398921966553,-50.5540352989032,-24.2126729345506
93.3892071247101,-50.5539368216735,-24.2126726461985
91.6283011436462,-50.5538383444453,-24.2126723577827
88.242506980896,-50.5537398672187,-24.2126720693032
87.7965748310089,-50.5536413899937,-24.2126717807601
83.4389090538025,-50.5535429127701,-24.2126714921533
77.7940332889557,-50.5534444355482,-24.2126712034829
55.0204396247864,-50.5533459583278,-24.2126709147488
52.6988625526428,-50.5532474811089,-24.212670625951
71.2031960487366,-50.5531490038916,-24.2126703370896
76.2065410614014,-50.5530505266758,-24.2126700481644
84.8842084407806,-50.5529520494616,-24.2126697591757
88.289076089859,-50.5528535722489,-24.2126694701233
92.0479118824005,-50.5527550950377,-24.2126691810072
98.0405151844025,-50.5526566178282,-24.2126688918274
88.3765697479248,-50.552570238055,-24.2126615112258
55.66246509552,-50.5549156742561,-24.2127744349993
66.4764881134033,-50.5548228029827,-24.2127655567058
74.138867855072,-50.5547243256713,-24.2127652688618
81.0426831245422,-50.5546258483613,-24.212764980954
82.8080117702484,-50.554527371053,-24.2127646929827
83.8140785694122,-50.5544288937461,-24.2127644049476
82.9038441181183,-50.5543304164408,-24.2127641168489
85.2368831634521,-50.5542319391371,-24.2127638286866
88.6479675769806,-50.5541334618349,-24.2127635404605
91.7513430118561,-50.5540349845342,-24.2127632521708
93.6629354953766,-50.5539365072351,-24.2127629638175
88.936185836792,-50.5538380299376,-24.2127626754005
92.6653623580933,-50.5537395526415,-24.2127623869198
90.7373130321503,-50.5536410753471,-24.2127620983755
94.3810224533081,-50.5535425980541,-24.2127618097675
88.0390048027039,-50.5534441207627,-24.2127615210958
78.3840954303741,-50.5533456434729,-24.2127612323605
70.0199246406555,-50.5532471661846,-24.2127609435615
76.0196685791016,-50.5531486888979,-24.2127606546989
81.8901479244232,-50.5530502116127,-24.2127603657725
84.1201424598694,-50.5529517343291,-24.2127600767826
93.3311820030212,-50.552853257047,-24.2127597877289
94.4823622703552,-50.5527547797664,-24.2127594986116
88.5662496089935,-50.5526568063387,-24.2127587848748
63.8062715530396,-50.5550185667953,-24.2128572988554
67.4570977687836,-50.55492096655,-24.2128561621162
80.2491962909698,-50.5548224891675,-24.2128558743346
85.9196662902832,-50.5547240117867,-24.2128555864894
89.5377576351166,-50.5546255344073,-24.2128552985804
89.3912672996521,-50.5545270570295,-24.2128550106079
84.0979814529419,-50.5544285796533,-24.2128547225716
84.5017731189728,-50.5543301022786,-24.2128544344717
84.274297952652,-50.5542316249054,-24.2128541463081
83.8214099407196,-50.5541331475338,-24.2128538580809
85.7641100883484,-50.5540346701637,-24.21285356979
93.7011957168579,-50.5539361927952,-24.2128532814354
95.6496119499207,-50.5538377154282,-24.2128529930172
95.7169473171234,-50.5537392380628,-24.2128527045353
95.8738625049591,-50.5536407606989,-24.2128524159898
95.9969520568848,-50.5535422833366,-24.2128521273805
96.8674659729004,-50.5534438059758,-24.2128518387077
91.5207624435425,-50.5533453286165,-24.2128515499711
87.4801099300385,-50.5532468512588,-24.2128512611709
88.8804256916046,-50.5531483739027,-24.2128509723071
92.5895273685455,-50.5530498965481,-24.2128506833796
90.0418996810913,-50.552951419195,-24.2128503943884
92.948180437088,-50.5528529418435,-24.2128501053335
92.9898142814636,-50.5527544644936,-24.212849816215
88.8807833194733,-50.5526717820164,-24.2128438040083
57.3912858963013,-50.5552097901702,-24.2129550663684
67.3148512840271,-50.5551176077109,-24.2129470551198
69.8114991188049,-50.555019130256,-24.2129467674643
79.1676044464111,-50.5549206528026,-24.2129464797452
92.271214723587,-50.5548221753508,-24.2129461919624
90.6668543815613,-50.5547236979005,-24.2129459041159
89.7760093212128,-50.5546252204518,-24.2129456162058
89.4288718700409,-50.5545267430046,-24.212945328232
87.2195243835449,-50.5544282655589,-24.2129450401945
84.0811491012573,-50.5543297881148,-24.2129447520934
79.3356597423553,-50.5542313106722,-24.2129444639286
76.7071485519409,-50.5541328332312,-24.2129441757001
89.0299439430237,-50.5540343557917,-24.212943887408
95.0828969478607,-50.5539358783538,-24.2129435990523
97.129088640213,-50.5538374009174,-24.2129433106328
89.6652221679688,-50.5537389234825,-24.2129430221497
95.8449840545654,-50.5536404460492,-24.212942733603
97.407865524292,-50.5535419686175,-24.2129424449925
95.5544412136078,-50.5534434911873,-24.2129421563185
93.3969497680664,-50.5533450137586,-24.2129418675807
92.0127332210541,-50.5532465363315,-24.2129415787793
84.0703845024109,-50.5531480589059,-24.2129412899142
89.4359648227692,-50.5530495814819,-24.2129410009855
91.9386565685272,-50.5529511040594,-24.2129407119931
91.7456924915314,-50.5528526266385,-24.212940422937
90.041184425354,-50.5527541492192,-24.2129401338173
66.286027431488,-50.5553128122964,-24.213039370895
65.3538763523102,-50.5552157716268,-24.2130376603431
66.8588817119598,-50.5551172941009,-24.2130373727501
81.6087961196899,-50.5550188165766,-24.2130370850934
90.1700496673584,-50.5549203390538,-24.213036797373
93.2917714118958,-50.5548218615325,-24.213036509589
89.1637444496155,-50.5547233840128,-24.2130362217413
88.8374149799347,-50.5546249064947,-24.21303593383
90.1453018188477,-50.5545264289781,-24.213035645855
87.8770470619202,-50.554427951463,-24.2130353578163
84.6320927143097,-50.5543294739495,-24.213035069714
82.8426837921143,-50.5542309964375,-24.213034781548
82.8661561012268,-50.554132518927,-24.2130344933183
93.939870595932,-50.5540340414181,-24.213034205025
99.7285127639771,-50.5539355639108,-24.213033916668
96.0653126239777,-50.553837086405,-24.2130336282474
90.4274821281433,-50.5537386089007,-24.2130333397631
87.4755620956421,-50.553640131398,-24.2130330512151
95.0769186019897,-50.5535416538968,-24.2130327626035
93.648236989975,-50.5534431763972,-24.2130324739282
95.7733809947968,-50.5533446988991,-24.2130321851892
94.9169933795929,-50.5532462214026,-24.2130318963866
94.0884709358215,-50.5531477439076,-24.2130316075203
89.1085863113403,-50.5530492664142,-24.2130313185904
93.7525272369385,-50.5529507889223,-24.2130310295967
93.2498514652252,-50.552852311432,-24.2130307405395
86.2459301948547,-50.5527597667224,-24.2130279445453
63.5762810707092,-50.5555037259643,-24.213138149468
67.3006892204285,-50.5554124132798,-24.213128552971
69.3543553352356,-50.5553139356814,-24.2131282655041
75.5706310272217,-50.5552154580846,-24.2131279779735
72.5098848342896,-50.5551169804893,-24.2131276903793
72.7219581604004,-50.5550185028956,-24.2131274027214
83.7365329265594,-50.5549200253034,-24.2131271149998
94.2104041576385,-50.5548215477127,-24.2131268272146
94.7039365768433,-50.5547230701236,-24.2131265393657
92.2651708126068,-50.554624592536,-24.2131262514532
88.7355804443359,-50.55452611495,-24.2131259634769
85.8937561511993,-50.5544276373655,-24.2131256754371
85.0904941558838,-50.5543291597826,-24.2131253873335
84.7663819789886,-50.5542306822012,-24.2131250991663
85.8342349529266,-50.5541322046213,-24.2131248109355
92.1116590499878,-50.554033727043,-24.2131245226409
94.7349011898041,-50.5539352494662,-24.2131242342827
92.7485346794128,-50.553836771891,-24.2131239458609
93.8719570636749,-50.5537382943173,-24.2131236573754
89.0478730201721,-50.5536398167452,-24.2131233688262
90.8223032951355,-50.5535413391746,-24.2131230802133
91.6214644908905,-50.5534428616056,-24.2131227915368
96.2075412273407,-50.5533443840381,-24.2131225027966
97.3652303218842,-50.5532459064722,-24.2131222139928
97.9330718517303,-50.5531474289078,-24.2131219251253
94.8222160339355,-50.5530489513449,-24.2131216361941
90.4840886592865,-50.5529504737836,-24.2131213471993
94.9823260307312,-50.5528519962239,-24.2131210581408
86.4887475967407,-50.5527740309576,-24.2131165980527
72.9624152183533,-50.5555105775443,-24.2132191580072
69.9911236763,-50.5554120998749,-24.2132188706027
69.5469260215759,-50.5553136222072,-24.2132185831346
72.7223992347717,-50.5552151445409,-24.2132182956029
75.5784630775452,-50.5551166668762,-24.2132180080074
72.3320782184601,-50.5550181892131,-24.2132177203483
73.7048745155334,-50.5549197115514,-24.2132174326255
86.4802539348602,-50.5548212338914,-24.2132171448391
89.1734421253204,-50.5547227562328,-24.213216856989
86.4934027194977,-50.5546242785758,-24.2132165690753
90.0992393493652,-50.5545258009204,-24.2132162810978
84.8641395568848,-50.5544273232665,-24.2132159930567
84.4826340675354,-50.5543288456141,-24.213215704952
84.9477589130402,-50.5542303679633,-24.2132154167836
83.4997534751892,-50.554131890314,-24.2132151285515
89.0266716480255,-50.5540334126663,-24.2132148402558
97.772091627121,-50.5539349350201,-24.2132145518964
96.4586138725281,-50.5538364573755,-24.2132142634733
96.5912699699402,-50.5537379797324,-24.2132139749866
96.7473864555359,-50.5536395020909,-24.2132136864362
91.6638433933258,-50.5535410244509,-24.2132133978221
89.0529274940491,-50.5534425468124,-24.2132131091444
95.1604068279266,-50.5533440691755,-24.213212820403
97.3738253116608,-50.5532455915402,-24.213212531598
96.4463174343109,-50.5531471139064,-24.2132122427292
97.7972447872162,-50.5530486362741,-24.2132119537969
95.0867235660553,-50.5529501586434,-24.2132116648008
95.3138947486877,-50.5528516810142,-24.2132113757411
80.9275329113007,-50.5555102642073,-24.2133094756391
71.4658975601196,-50.5554117864685,-24.2133091882334
70.8083152770996,-50.5553133087313,-24.2133089007641
71.7286705970764,-50.5552148309957,-24.2133086132311
72.5448131561279,-50.5551163532616,-24.2133083256345
67.5385475158691,-50.555017875529,-24.2133080379742
68.9774215221405,-50.554919397798,-24.2133077502502
82.3598682880402,-50.5548209200685,-24.2133074624625
84.9872946739197,-50.5547224423405,-24.2133071746112
88.3061051368713,-50.5546239646141,-24.2133068866963
91.4211273193359,-50.5545254868892,-24.2133065987176
85.188901424408,-50.5544270091659,-24.2133063106753
85.6132090091705,-50.5543285314442,-24.2133060225694
84.7221374511719,-50.5542300537239,-24.2133057343998
82.532787322998,-50.5541315760052,-24.2133054461665
90.7099187374115,-50.5540330982881,-24.2133051578695
88.1918370723724,-50.5539346205725,-24.2133048695089
95.8171248435974,-50.5538361428585,-24.2133045810846
91.0218715667725,-50.553737665146,-24.2133042925967
97.0732808113098,-50.553639187435,-24.2133040040451
93.4016168117523,-50.5535407097256,-24.2133037154298
90.4173791408539,-50.5534422320177,-24.2133034267509
92.3021733760834,-50.5533437543114,-24.2133031380083
92.6237881183624,-50.5532452766066,-24.213302849202
97.4476277828217,-50.5531467989034,-24.2133025603321
99.3599712848663,-50.5530483212017,-24.2133022713985
97.7668941020966,-50.5529498435016,-24.2133019824013
91.7568564414978,-50.5528585510731,-24.2132973948046
79.6617686748505,-50.5555072656146,-24.213397930585
77.0659863948822,-50.5554114730606,-24.213399505863
74.3541538715363,-50.555312995254,-24.2133992183925
69.50364112854,-50.5552145174489,-24.2133989308583
67.3535943031311,-50.5551160396454,-24.2133986432605
65.7370746135712,-50.5550175618434,-24.2133983555989
64.6974980831146,-50.5549190840429,-24.2133980678738
67.9263532161713,-50.554820606244,-24.2133977800849
83.619225025177,-50.5547221284467,-24.2133974922324
90.7620549201965,-50.5546236506508,-24.2133972043162
88.4467661380768,-50.5545251728566,-24.2133969163364
91.2604153156281,-50.5544266950638,-24.2133966282929
87.9941284656525,-50.5543282172726,-24.2133963401857
87.3888075351715,-50.554229739483,-24.2133960520149
90.1315808296204,-50.5541312616949,-24.2133957637804
90.9221470355988,-50.5540327839083,-24.2133954754822
88.9944314956665,-50.5539343061233,-24.2133951871204
96.6326773166656,-50.5538358283399,-24.2133948986949
97.1394836902618,-50.5537373505579,-24.2133946102057
96.1708009243011,-50.5536388727776,-24.2133943216529
94.5859491825104,-50.5535403949987,-24.2133940330364
96.2812423706055,-50.5534419172215,-24.2133937443563
95.1995432376862,-50.5533434394457,-24.2133934556125
95.695835351944,-50.5532449616715,-24.213393166805
96.9587743282318,-50.5531464838989,-24.2133928779339
96.6590285301208,-50.5530480061278,-24.2133925889991
97.4794983863831,-50.5529495283583,-24.2133923000006
90.7728552818298,-50.5554897270883,-24.2134846046224
84.4978868961334,-50.5554111596511,-24.2134898234916
76.3643503189087,-50.5553126817751,-24.2134895360198
73.5107004642487,-50.5552142039006,-24.2134892484844
71.0599064826965,-50.5551157260276,-24.2134889608854
67.3704147338867,-50.5550172481562,-24.2134886732226
